job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary,experience_level
Backend Developer,10,phd,13,Finance,Enterprise,Singapore,1,5,183917,Mid
Data Scientist,5,diploma,19,Media,Startup,Singapore,0,0,106255,Junior
Business Analyst,7,high school,8,Manufacturing,Medium,Remote,1,0,89362,Mid
AI Engineer,1,bachelor,3,Telecom,Startup,Singapore,0,2,116764,Fresher
Product Manager,19,diploma,3,Media,Enterprise,Singapore,0,2,182991,Senior
DevOps Engineer,20,diploma,19,Healthcare,Enterprise,Australia,1,2,204190,Senior
Cloud Engineer,1,diploma,5,Media,Enterprise,Canada,1,1,154826,Fresher
Data Scientist,9,master,5,Technology,Small,Australia,,4,124148,Mid
Frontend Developer,4,phd,10,Telecom,Enterprise,Canada,,1,169430,Junior
Machine Learning Engineer,17,phd,2,Technology,Large,Canada,,0,227720,Senior
Frontend Developer,13,master,3,Manufacturing,Startup,Singapore,1,4,126209,Senior
Cloud Engineer,0,phd,8,Education,Startup,Germany,1,1,127120,
DevOps Engineer,8,diploma,19,Media,Enterprise,India,1,1,116121,Mid
Backend Developer,20,high school,15,Government,Small,Remote,0,1,132972,Senior
Software Engineer,19,bachelor,14,Media,Medium,Canada,1,4,206914,Senior
Cloud Engineer,17,master,18,Telecom,Medium,Netherlands,,2,164129,Senior
Product Manager,13,diploma,1,Healthcare,Large,UK,0,2,177137,Senior
Business Analyst,13,bachelor,6,Finance,Large,Netherlands,,0,124461,Senior
Software Engineer,8,phd,15,Media,Startup,UK,0,1,152498,Mid
Frontend Developer,17,high school,2,Manufacturing,Enterprise,Sweden,,1,139505,Senior
Business Analyst,5,bachelor,4,Retail,Large,UK,,0,105601,Junior
Cybersecurity Analyst,15,master,14,Retail,Large,Germany,,0,180857,Senior
Product Manager,18,diploma,8,Technology,Startup,Germany,1,4,165867,Senior
Machine Learning Engineer,4,high school,14,Media,Large,UK,0,3,161787,Junior
DevOps Engineer,12,high school,18,Government,Small,Germany,0,4,147645,Senior
DevOps Engineer,5,bachelor,4,Finance,Startup,Canada,0,0,120762,Junior
Frontend Developer,16,master,1,Telecom,Small,Canada,0,3,153614,Senior
Business Analyst,0,high school,18,Technology,Medium,Germany,1,3,90598,
AI Engineer,14,high school,7,Education,Enterprise,Netherlands,,4,188661,Senior
Cloud Engineer,9,diploma,15,Finance,Enterprise,USA,,1,204439,Mid
Data Scientist,4,master,5,Telecom,Startup,Australia,0,5,121456,Junior
Business Analyst,13,diploma,1,Healthcare,Medium,India,1,4,76041,Senior
Data Scientist,20,diploma,7,Healthcare,Medium,Canada,1,3,190524,Senior
Cloud Engineer,0,master,4,Telecom,Enterprise,Australia,,0,139673,
Frontend Developer,6,high school,6,Technology,Small,Germany,0,3,88429,Mid
Backend Developer,7,master,19,Technology,Enterprise,India,,5,115938,Mid
Machine Learning Engineer,5,diploma,14,Media,Small,Canada,0,2,142493,Junior
Machine Learning Engineer,2,high school,7,Telecom,Large,Netherlands,,2,127020,Fresher
Cybersecurity Analyst,4,phd,10,Telecom,Large,Singapore,,0,142798,Junior
Cybersecurity Analyst,15,diploma,11,Education,Large,Australia,1,2,156809,Senior
Machine Learning Engineer,11,master,9,Telecom,Medium,Netherlands,0,1,154527,Senior
Data Scientist,15,high school,17,Government,Medium,Sweden,1,1,143534,Senior
AI Engineer,16,diploma,10,Technology,Enterprise,Canada,,3,227574,Senior
Cybersecurity Analyst,2,bachelor,10,Finance,Large,Remote,,0,117564,Fresher
Data Analyst,0,master,10,Finance,Enterprise,Germany,0,3,115142,
Machine Learning Engineer,20,high school,14,Government,Enterprise,Netherlands,,4,206101,Senior
Product Manager,17,bachelor,4,Telecom,Enterprise,Australia,,3,188505,Senior
Cybersecurity Analyst,10,high school,6,Education,Medium,Netherlands,,0,115686,Mid
Data Scientist,14,master,7,Consulting,Medium,Australia,0,1,151587,Senior
Frontend Developer,8,master,9,Technology,Enterprise,UK,,3,166380,Mid
Product Manager,2,master,4,Healthcare,Small,Netherlands,,0,113757,Fresher
Software Engineer,14,high school,19,Manufacturing,Medium,Sweden,1,4,135340,Senior
Business Analyst,11,phd,6,Telecom,Large,UK,,2,157082,Senior
Cloud Engineer,20,high school,15,Manufacturing,Startup,UK,1,5,176018,Senior
Cloud Engineer,20,master,13,Retail,Enterprise,Netherlands,1,1,219770,Senior
Machine Learning Engineer,12,bachelor,16,Retail,Large,Sweden,,5,179203,Senior
Business Analyst,12,bachelor,2,Government,Small,Germany,1,2,117633,Senior
Software Engineer,12,high school,1,Media,Startup,Australia,0,3,106076,Senior
Data Scientist,17,diploma,18,Consulting,Medium,Netherlands,1,0,146186,Senior
Data Scientist,7,master,12,Healthcare,Medium,India,0,3,96470,Mid
AI Engineer,9,master,13,Education,Startup,UK,0,3,176501,Mid
Frontend Developer,14,high school,7,Government,Large,India,,3,93117,Senior
Data Scientist,15,bachelor,10,Telecom,Startup,India,,2,97058,Senior
DevOps Engineer,8,high school,1,Finance,Large,Germany,0,1,131787,Mid
Business Analyst,4,phd,14,Retail,Large,USA,1,3,180310,Junior
Backend Developer,16,diploma,7,Media,Small,Netherlands,1,0,130912,Senior
Cybersecurity Analyst,0,master,15,Technology,Medium,Australia,,5,131091,
Data Analyst,11,diploma,9,Retail,Enterprise,Singapore,,5,135189,Senior
Software Engineer,18,phd,6,Retail,Medium,Netherlands,,1,160781,Senior
Frontend Developer,0,high school,15,Retail,Small,Singapore,1,5,87990,
Frontend Developer,8,high school,13,Telecom,Large,India,0,1,77207,Mid
Data Analyst,10,diploma,16,Finance,Startup,Remote,0,1,87778,Mid
Cloud Engineer,18,diploma,11,Finance,Large,UK,1,5,208034,Senior
Software Engineer,5,master,5,Finance,Small,USA,0,1,150899,Junior
Product Manager,8,master,19,Telecom,Small,Sweden,1,3,156723,Mid
Frontend Developer,12,diploma,11,Healthcare,Small,Netherlands,0,0,111543,Senior
Software Engineer,16,phd,10,Finance,Small,UK,,3,167675,Senior
Data Scientist,1,diploma,4,Technology,Startup,Canada,,2,106337,Fresher
Cybersecurity Analyst,9,high school,16,Technology,Medium,India,0,3,84775,Mid
Cloud Engineer,11,diploma,19,Healthcare,Large,India,,3,113015,Senior
Product Manager,7,high school,19,Retail,Enterprise,Canada,,0,181368,Mid
DevOps Engineer,2,master,11,Retail,Small,Singapore,1,2,125381,Fresher
DevOps Engineer,6,high school,18,Finance,Large,Remote,0,2,129365,Mid
Business Analyst,7,high school,9,Education,Enterprise,Netherlands,0,5,110775,Mid
Data Analyst,2,phd,5,Technology,Large,USA,1,1,155663,Fresher
Data Scientist,12,phd,15,Finance,Small,Netherlands,,1,146017,Senior
AI Engineer,16,phd,6,Retail,Small,Singapore,1,4,187468,Senior
DevOps Engineer,17,bachelor,11,Healthcare,Small,USA,,5,187353,Senior
AI Engineer,5,bachelor,11,Government,Small,Australia,1,4,154246,Junior
Business Analyst,11,high school,19,Government,Large,Netherlands,1,5,129056,Senior
Product Manager,6,master,6,Manufacturing,Startup,Germany,0,2,137994,Mid
DevOps Engineer,7,master,15,Technology,Startup,Australia,,3,125264,Mid
Software Engineer,6,bachelor,9,Education,Small,Sweden,,4,112335,Mid
Product Manager,3,high school,3,Education,Medium,Singapore,0,5,103174,Junior
Machine Learning Engineer,3,phd,14,Manufacturing,Medium,Sweden,,5,161116,Junior
Product Manager,7,phd,5,Media,Enterprise,Germany,1,3,212475,Mid
Cloud Engineer,15,bachelor,10,Government,Large,Canada,1,5,209336,Senior
Machine Learning Engineer,4,high school,12,Retail,Startup,Canada,,1,137080,Junior
Cybersecurity Analyst,8,bachelor,6,Healthcare,Medium,Remote,0,0,122280,Mid
Machine Learning Engineer,11,high school,16,Retail,Medium,Canada,0,0,171026,Senior
Data Scientist,6,bachelor,9,Education,Small,Singapore,1,4,123842,Mid
Cybersecurity Analyst,2,phd,6,Technology,Medium,UK,0,3,154922,Fresher
Data Scientist,19,high school,13,Retail,Large,Germany,0,0,177500,Senior
AI Engineer,9,bachelor,5,Finance,Small,Singapore,0,3,141630,Mid
Cloud Engineer,0,high school,10,Telecom,Medium,USA,0,0,124022,
Software Engineer,19,phd,3,Technology,Medium,Netherlands,,4,157045,Senior
Software Engineer,0,master,17,Retail,Small,USA,,5,148395,
Data Scientist,2,diploma,17,Finance,Enterprise,Netherlands,1,4,138669,Fresher
Product Manager,10,bachelor,5,Education,Large,UK,,0,172838,Mid
Backend Developer,3,phd,18,Education,Small,Singapore,,5,133633,Junior
AI Engineer,0,phd,11,Retail,Enterprise,Remote,1,5,193031,
Data Scientist,8,master,8,Finance,Large,Australia,0,2,152029,Mid
Frontend Developer,5,diploma,16,Telecom,Medium,Sweden,,4,117741,Junior
Business Analyst,5,bachelor,5,Education,Startup,Australia,0,3,74757,Junior
Data Scientist,20,phd,11,Manufacturing,Small,Singapore,1,5,181763,Senior
Data Scientist,7,bachelor,14,Manufacturing,Medium,India,0,1,85581,Mid
Data Analyst,1,high school,11,Retail,Medium,Netherlands,,1,79885,Fresher
Software Engineer,1,master,17,Government,Enterprise,Germany,0,0,146461,Fresher
Cybersecurity Analyst,13,high school,5,Technology,Small,Singapore,1,3,125356,Senior
Cloud Engineer,4,high school,1,Education,Small,Canada,0,3,121735,Junior
Backend Developer,8,diploma,7,Government,Enterprise,Canada,1,0,157091,Mid
Software Engineer,8,diploma,1,Education,Startup,Remote,0,2,105144,Mid
AI Engineer,6,master,6,Finance,Large,India,,5,119145,Mid
Software Engineer,6,master,16,Healthcare,Startup,Remote,,1,115647,Mid
Data Scientist,0,bachelor,19,Healthcare,Enterprise,Singapore,1,3,151424,
Cloud Engineer,17,bachelor,15,Government,Large,Remote,0,0,169825,Senior
Frontend Developer,17,high school,8,Finance,Small,Australia,1,1,120628,Senior
Data Analyst,2,high school,15,Media,Large,USA,0,1,113963,Fresher
Cybersecurity Analyst,14,master,19,Media,Enterprise,Remote,0,3,199867,Senior
AI Engineer,20,master,16,Retail,Large,Sweden,,4,225502,Senior
Data Scientist,11,master,13,Telecom,Small,Remote,1,4,135424,Senior
Business Analyst,18,diploma,16,Media,Small,Canada,,2,145128,Senior
Software Engineer,14,high school,12,Healthcare,Large,Remote,1,0,149300,Senior
Cloud Engineer,7,diploma,19,Consulting,Startup,Australia,,3,110538,Mid
Data Scientist,3,master,13,Media,Startup,Remote,1,0,112608,Junior
Cloud Engineer,7,phd,4,Media,Enterprise,Germany,,5,204047,Mid
Backend Developer,6,master,3,Consulting,Medium,UK,1,1,130023,Mid
Software Engineer,13,phd,16,Consulting,Small,Singapore,1,1,155103,Senior
DevOps Engineer,3,master,7,Technology,Enterprise,USA,0,1,193870,Junior
Cloud Engineer,16,high school,9,Government,Startup,UK,0,4,145748,Senior
Machine Learning Engineer,14,diploma,12,Media,Medium,Sweden,,3,151638,Senior
Cybersecurity Analyst,11,bachelor,6,Telecom,Medium,Remote,,5,139432,Senior
Machine Learning Engineer,19,high school,15,Education,Startup,Remote,0,3,145324,Senior
Machine Learning Engineer,4,bachelor,10,Finance,Startup,India,,4,73430,Junior
Cloud Engineer,3,phd,7,Retail,Medium,Netherlands,,0,129207,Junior
Software Engineer,17,bachelor,11,Media,Medium,Australia,0,1,145004,Senior
Data Analyst,4,bachelor,5,Media,Medium,UK,,3,112332,Junior
Business Analyst,14,high school,10,Media,Startup,UK,0,2,106387,Senior
Frontend Developer,15,master,9,Technology,Large,Sweden,0,3,156986,Senior
Business Analyst,16,phd,6,Education,Medium,India,,5,102274,Senior
Product Manager,3,bachelor,19,Media,Medium,Singapore,0,4,140719,Junior
Software Engineer,4,diploma,8,Consulting,Startup,Sweden,1,4,97423,Junior
DevOps Engineer,17,diploma,13,Consulting,Startup,Germany,1,4,150792,Senior
Business Analyst,5,high school,8,Telecom,Enterprise,UK,0,4,125871,Junior
Software Engineer,7,master,13,Manufacturing,Large,UK,,0,154410,Mid
Data Analyst,2,diploma,12,Manufacturing,Large,Remote,1,2,97422,Fresher
Data Analyst,9,bachelor,7,Education,Large,India,0,3,67576,Mid
Cybersecurity Analyst,16,high school,12,Consulting,Medium,UK,1,1,171766,Senior
Cloud Engineer,9,high school,3,Consulting,Large,Remote,,3,130591,Mid
Backend Developer,7,diploma,16,Retail,Startup,Remote,1,3,115837,Mid
Data Scientist,12,bachelor,1,Technology,Medium,Singapore,1,5,125096,Senior
Cloud Engineer,19,high school,18,Government,Small,Netherlands,1,4,152192,Senior
Business Analyst,20,phd,4,Manufacturing,Large,Germany,0,5,185101,Senior
Data Scientist,19,bachelor,14,Education,Enterprise,Germany,1,1,213360,Senior
Backend Developer,17,phd,8,Healthcare,Enterprise,Sweden,0,5,193106,Senior
DevOps Engineer,17,diploma,15,Finance,Startup,Germany,,4,152900,Senior
Frontend Developer,11,phd,14,Retail,Small,Remote,,4,140376,Senior
Backend Developer,6,diploma,8,Retail,Startup,Sweden,0,4,100392,Mid
Software Engineer,5,diploma,5,Consulting,Large,Remote,0,3,114491,Junior
Cybersecurity Analyst,13,phd,16,Finance,Large,Singapore,1,2,192933,Senior
Machine Learning Engineer,18,high school,14,Technology,Startup,Sweden,0,2,143032,Senior
Cybersecurity Analyst,15,high school,3,Healthcare,Small,Germany,1,5,151589,Senior
Product Manager,8,high school,14,Technology,Startup,UK,0,2,137686,Mid
Business Analyst,8,high school,9,Media,Enterprise,USA,,2,136345,Mid
DevOps Engineer,6,phd,5,Finance,Enterprise,Remote,1,2,167032,Mid
Cloud Engineer,7,diploma,11,Media,Medium,Sweden,,0,125600,Mid
Cybersecurity Analyst,17,diploma,12,Government,Small,Sweden,,0,138052,Senior
Frontend Developer,10,phd,8,Finance,Large,Remote,1,3,163440,Mid
Data Scientist,9,bachelor,18,Government,Startup,Remote,1,4,124223,Mid
Product Manager,7,bachelor,13,Technology,Large,Singapore,0,3,141530,Mid
Data Analyst,5,phd,1,Retail,Enterprise,USA,,0,155173,Junior
Business Analyst,6,high school,15,Consulting,Startup,Netherlands,,0,92039,Mid
Product Manager,20,bachelor,16,Telecom,Enterprise,India,1,5,158299,Senior
Cloud Engineer,9,diploma,17,Telecom,Startup,USA,1,0,160093,Mid
Software Engineer,5,high school,7,Education,Startup,Singapore,0,1,92886,Junior
Business Analyst,8,bachelor,12,Education,Small,Sweden,,4,99278,Mid
Data Scientist,9,master,10,Retail,Medium,Australia,0,5,149263,Mid
Business Analyst,8,master,1,Healthcare,Enterprise,Singapore,1,0,125647,Mid
Cloud Engineer,11,bachelor,1,Education,Enterprise,Singapore,,4,152218,Senior
Frontend Developer,9,master,6,Manufacturing,Medium,Singapore,,1,130373,Mid
Machine Learning Engineer,1,bachelor,19,Government,Medium,UK,,0,142301,Fresher
Software Engineer,0,bachelor,7,Media,Medium,Sweden,0,0,93887,
Cybersecurity Analyst,2,diploma,5,Retail,Small,Australia,1,2,109996,Fresher
Product Manager,4,phd,8,Government,Large,USA,1,5,219656,Junior
Cloud Engineer,2,bachelor,4,Retail,Startup,Remote,0,0,104987,Fresher
Business Analyst,0,diploma,16,Government,Large,Germany,0,5,104640,
Data Scientist,18,phd,5,Consulting,Medium,Germany,0,0,173996,Senior
Data Scientist,8,master,12,Finance,Small,Singapore,1,1,142429,Mid
Business Analyst,10,high school,3,Media,Enterprise,Germany,,4,119507,Mid
Machine Learning Engineer,8,master,5,Media,Enterprise,Sweden,0,4,186555,Mid
Data Scientist,17,master,10,Retail,Medium,USA,1,5,221453,Senior
Backend Developer,16,phd,7,Telecom,Enterprise,India,0,2,135700,Senior
Data Scientist,20,high school,16,Government,Small,India,,5,97658,Senior
Data Analyst,17,master,14,Government,Medium,USA,1,3,184274,Senior
DevOps Engineer,11,phd,17,Healthcare,Small,India,,1,114364,Senior
Cloud Engineer,14,diploma,7,Manufacturing,Enterprise,Germany,,0,181446,Senior
Product Manager,17,bachelor,10,Media,Startup,Canada,1,2,179833,Senior
AI Engineer,4,master,19,Finance,Small,Remote,0,1,147622,Junior
Cloud Engineer,16,bachelor,8,Education,Small,Germany,,0,145652,Senior
Product Manager,20,master,3,Education,Medium,Australia,0,2,167941,Senior
AI Engineer,15,phd,15,Manufacturing,Startup,Netherlands,,3,172993,Senior
Cloud Engineer,0,bachelor,7,Consulting,Medium,Sweden,0,3,103164,
DevOps Engineer,15,high school,1,Telecom,Large,Netherlands,0,5,153073,Senior
Cloud Engineer,12,phd,7,Retail,Startup,Singapore,0,4,146099,Senior
DevOps Engineer,4,bachelor,11,Education,Startup,Netherlands,,2,115506,Junior
Frontend Developer,4,master,12,Healthcare,Medium,Canada,,1,131355,Junior
DevOps Engineer,2,high school,1,Telecom,Large,Netherlands,0,1,91350,Fresher
Machine Learning Engineer,0,bachelor,2,Retail,Large,Australia,1,1,129276,
Product Manager,20,bachelor,2,Technology,Enterprise,India,1,0,130817,Senior
AI Engineer,8,phd,14,Technology,Startup,USA,0,4,206193,Mid
Software Engineer,18,diploma,17,Media,Medium,Sweden,1,5,160877,Senior
DevOps Engineer,15,diploma,9,Manufacturing,Medium,Australia,1,4,146490,Senior
Software Engineer,6,diploma,7,Finance,Startup,Canada,0,5,122068,Mid
Cloud Engineer,14,diploma,1,Government,Medium,Germany,0,5,156812,Senior
Backend Developer,15,high school,10,Education,Medium,Germany,0,3,133315,Senior
Cybersecurity Analyst,1,bachelor,5,Finance,Startup,USA,,2,116381,Fresher
Machine Learning Engineer,3,phd,18,Education,Large,Germany,1,4,194168,Junior
AI Engineer,5,master,11,Healthcare,Small,Germany,1,3,171196,Junior
AI Engineer,20,high school,19,Finance,Large,Sweden,0,0,189144,Senior
Product Manager,20,high school,1,Technology,Startup,Remote,1,0,140617,Senior
Backend Developer,19,master,19,Government,Startup,Remote,1,5,167658,Senior
Cybersecurity Analyst,12,phd,13,Retail,Startup,USA,0,1,188428,Senior
Software Engineer,11,diploma,17,Telecom,Medium,USA,1,3,184438,Senior
Product Manager,13,bachelor,7,Media,Startup,Sweden,1,2,131648,Senior
Software Engineer,18,bachelor,4,Telecom,Enterprise,Germany,,4,187666,Senior
Machine Learning Engineer,17,phd,7,Telecom,Startup,Netherlands,0,2,166214,Senior
Business Analyst,16,bachelor,4,Technology,Medium,India,0,1,83215,Senior
DevOps Engineer,10,high school,13,Healthcare,Small,Sweden,1,1,119368,Mid
Backend Developer,10,bachelor,2,Manufacturing,Medium,USA,0,1,148247,Mid
Cybersecurity Analyst,10,master,10,Education,Enterprise,Singapore,1,2,177127,Mid
Backend Developer,14,bachelor,16,Technology,Enterprise,USA,1,4,236441,Senior
Backend Developer,4,high school,16,Media,Large,Canada,0,2,146961,Junior
Data Analyst,16,high school,14,Government,Small,India,0,2,77523,Senior
Business Analyst,3,bachelor,11,Technology,Small,Canada,0,4,113421,Junior
Backend Developer,0,diploma,6,Healthcare,Small,Singapore,0,4,90356,
Cloud Engineer,18,master,16,Healthcare,Medium,India,,0,113243,Senior
Product Manager,10,high school,5,Retail,Large,Remote,,3,136760,Mid
Data Scientist,2,diploma,12,Education,Large,India,0,0,68525,Fresher
DevOps Engineer,13,phd,19,Education,Enterprise,Australia,1,1,212298,Senior
Cloud Engineer,7,diploma,11,Government,Startup,Remote,1,0,113598,Mid
DevOps Engineer,5,diploma,8,Telecom,Medium,UK,0,5,134827,Junior
DevOps Engineer,13,high school,5,Finance,Small,Germany,0,4,136715,Senior
Product Manager,12,bachelor,2,Finance,Startup,India,1,3,92491,Senior
AI Engineer,3,phd,4,Media,Large,UK,,4,205599,Junior
Data Analyst,10,high school,7,Media,Enterprise,Australia,1,4,118014,Mid
Data Analyst,18,phd,8,Technology,Medium,Germany,,1,154384,Senior
Data Analyst,18,diploma,8,Finance,Enterprise,Remote,1,2,137735,Senior
Cloud Engineer,14,phd,16,Finance,Enterprise,India,1,1,143296,Senior
Backend Developer,8,master,13,Healthcare,Enterprise,Germany,1,5,191699,Mid
Machine Learning Engineer,8,phd,16,Consulting,Startup,Germany,1,4,166292,Mid
Backend Developer,20,high school,11,Retail,Enterprise,Netherlands,,0,170749,Senior
Machine Learning Engineer,5,master,5,Education,Medium,Germany,1,2,155796,Junior
Frontend Developer,20,bachelor,16,Technology,Medium,Canada,1,0,168427,Senior
Machine Learning Engineer,12,phd,18,Healthcare,Large,Remote,,1,197374,Senior
Machine Learning Engineer,14,master,15,Media,Medium,UK,0,3,194932,Senior
Cybersecurity Analyst,5,phd,13,Government,Startup,USA,1,2,171934,Junior
Business Analyst,14,bachelor,13,Technology,Large,India,1,0,89364,Senior
Cloud Engineer,4,phd,15,Healthcare,Large,Remote,0,1,163689,Junior
Business Analyst,1,phd,16,Media,Small,Singapore,0,2,99174,Fresher
Data Analyst,1,phd,7,Finance,Startup,Australia,0,3,91452,Fresher
Backend Developer,15,diploma,14,Finance,Small,India,0,5,93070,Senior
AI Engineer,19,high school,18,Healthcare,Startup,Sweden,1,0,159207,Senior
Data Analyst,12,high school,10,Healthcare,Small,Netherlands,0,0,87924,Senior
Backend Developer,5,high school,13,Healthcare,Enterprise,Sweden,0,4,136202,Junior
Data Scientist,13,master,12,Retail,Large,Germany,0,0,175764,Senior
AI Engineer,19,diploma,17,Manufacturing,Enterprise,Netherlands,1,2,214764,Senior
Machine Learning Engineer,18,phd,3,Retail,Startup,Germany,,0,175566,Senior
Product Manager,5,diploma,17,Healthcare,Enterprise,Sweden,0,1,154708,Junior
Machine Learning Engineer,15,phd,14,Technology,Small,Canada,,1,213003,Senior
Data Scientist,13,phd,2,Finance,Medium,Sweden,0,4,151095,Senior
Cloud Engineer,10,phd,17,Retail,Startup,India,1,4,112408,Mid
Software Engineer,13,diploma,11,Telecom,Startup,Netherlands,0,4,121386,Senior
Software Engineer,18,diploma,18,Healthcare,Small,Singapore,,3,136449,Senior
DevOps Engineer,13,diploma,12,Education,Startup,USA,0,1,167272,Senior
Data Scientist,5,bachelor,9,Finance,Small,Canada,,1,132391,Junior
Business Analyst,16,diploma,9,Education,Large,UK,1,2,156168,Senior
Data Analyst,0,high school,15,Healthcare,Medium,Sweden,,3,71305,
Machine Learning Engineer,15,master,2,Consulting,Enterprise,Australia,1,4,198703,Senior
Product Manager,0,high school,13,Consulting,Startup,Sweden,,4,105306,
Business Analyst,0,bachelor,19,Finance,Small,Australia,,2,91056,
Data Scientist,17,diploma,19,Healthcare,Large,India,0,2,119165,Senior
Product Manager,8,master,1,Technology,Small,India,0,1,84611,Mid
Cloud Engineer,2,phd,3,Education,Large,Australia,1,3,150630,Fresher
Software Engineer,19,high school,4,Consulting,Medium,Australia,,1,136090,Senior
Business Analyst,17,phd,9,Consulting,Small,Remote,,4,142714,Senior
Software Engineer,3,bachelor,4,Telecom,Medium,Germany,,3,126871,Junior
Cloud Engineer,16,diploma,15,Media,Startup,Germany,1,1,144226,Senior
Product Manager,18,phd,13,Manufacturing,Large,Singapore,1,2,210089,Senior
Frontend Developer,0,phd,17,Government,Medium,UK,,2,141553,
Cloud Engineer,16,high school,1,Healthcare,Medium,Sweden,1,3,143309,Senior
Data Scientist,3,diploma,16,Education,Large,USA,0,3,155985,Junior
AI Engineer,3,phd,5,Education,Medium,Netherlands,0,1,151138,Junior
Data Analyst,17,bachelor,4,Telecom,Startup,Australia,,2,105616,Senior
AI Engineer,10,phd,3,Technology,Large,Singapore,1,2,183115,Mid
Data Scientist,7,bachelor,4,Government,Startup,India,0,3,73244,Mid
AI Engineer,8,phd,6,Consulting,Small,USA,0,1,204955,Mid
AI Engineer,7,phd,2,Healthcare,Medium,Netherlands,1,1,163402,Mid
Backend Developer,12,phd,18,Healthcare,Small,Sweden,0,3,143159,Senior
Cybersecurity Analyst,5,master,10,Technology,Large,UK,,1,169711,Junior
Cybersecurity Analyst,1,diploma,11,Retail,Medium,Netherlands,1,1,106264,Fresher
Backend Developer,8,phd,7,Education,Large,Germany,0,4,166821,Mid
AI Engineer,8,high school,14,Finance,Large,UK,0,3,188572,Mid
Backend Developer,18,phd,15,Education,Small,USA,,1,198670,Senior
Software Engineer,9,phd,5,Consulting,Enterprise,India,1,1,113616,Mid
DevOps Engineer,0,master,18,Retail,Large,Canada,1,5,173535,
Cybersecurity Analyst,17,master,12,Retail,Large,Singapore,0,3,181581,Senior
Machine Learning Engineer,3,master,19,Government,Large,Germany,0,3,174670,Junior
Frontend Developer,5,phd,13,Retail,Enterprise,Netherlands,0,4,152486,Junior
DevOps Engineer,7,phd,13,Media,Small,Australia,,5,145099,Mid
Product Manager,18,diploma,9,Healthcare,Startup,Sweden,,1,135128,Senior
Frontend Developer,4,bachelor,17,Consulting,Enterprise,Singapore,1,4,143560,Junior
Data Analyst,8,bachelor,10,Government,Medium,Netherlands,1,5,113980,Mid
Business Analyst,17,high school,8,Consulting,Enterprise,Singapore,,4,155268,Senior
Software Engineer,17,master,10,Manufacturing,Enterprise,Netherlands,1,1,180333,Senior
AI Engineer,13,phd,9,Manufacturing,Startup,Netherlands,,5,162604,Senior
Data Analyst,4,diploma,2,Manufacturing,Small,Canada,1,0,98155,Junior
AI Engineer,19,master,13,Media,Startup,Australia,0,5,165146,Senior
Product Manager,3,bachelor,8,Finance,Medium,UK,0,4,134822,Junior
Product Manager,2,diploma,17,Government,Startup,Germany,1,5,132594,Fresher
Cloud Engineer,10,bachelor,15,Retail,Large,Canada,1,4,195920,Mid
Product Manager,7,phd,4,Telecom,Enterprise,USA,1,1,230147,Mid
Business Analyst,5,master,13,Consulting,Enterprise,Sweden,0,0,126388,Junior
AI Engineer,12,master,9,Government,Small,Canada,0,5,192357,Senior
Cybersecurity Analyst,11,high school,15,Telecom,Medium,Singapore,,1,133370,Senior
Data Analyst,9,master,5,Consulting,Enterprise,USA,1,4,178320,Mid
Business Analyst,2,high school,1,Education,Large,Canada,,4,99605,Fresher
AI Engineer,15,bachelor,5,Media,Startup,Australia,,1,146845,Senior
Cybersecurity Analyst,20,bachelor,13,Manufacturing,Enterprise,Canada,1,3,239107,Senior
Data Analyst,0,high school,1,Healthcare,Enterprise,Remote,0,5,74145,
DevOps Engineer,0,bachelor,19,Telecom,Large,Remote,0,1,119622,
AI Engineer,6,phd,19,Telecom,Small,Australia,0,5,165758,Mid
Backend Developer,15,master,2,Consulting,Large,Singapore,1,2,155408,Senior
Frontend Developer,13,high school,11,Retail,Startup,Sweden,1,1,111514,Senior
Cybersecurity Analyst,19,master,16,Government,Large,Singapore,,3,182365,Senior
AI Engineer,1,phd,9,Telecom,Startup,USA,,4,189044,Fresher
Business Analyst,0,diploma,15,Retail,Small,Australia,,1,86160,
Cloud Engineer,13,bachelor,5,Healthcare,Medium,Germany,,5,162171,Senior
Product Manager,17,diploma,3,Government,Small,Sweden,,3,146261,Senior
Software Engineer,20,master,10,Education,Small,Singapore,0,2,150275,Senior
Backend Developer,8,diploma,14,Education,Enterprise,Sweden,0,4,142876,Mid
Cybersecurity Analyst,17,bachelor,8,Technology,Small,USA,,2,183674,Senior
Product Manager,9,diploma,17,Media,Medium,Singapore,0,3,140697,Mid
Frontend Developer,1,diploma,14,Technology,Enterprise,India,0,4,81807,Fresher
AI Engineer,8,master,4,Telecom,Medium,Canada,,0,181196,Mid
Machine Learning Engineer,15,master,6,Technology,Medium,Singapore,0,4,164273,Senior
Backend Developer,19,diploma,7,Retail,Small,Australia,,1,133164,Senior
Product Manager,16,phd,9,Finance,Startup,Netherlands,,5,155114,Senior
DevOps Engineer,18,diploma,14,Government,Enterprise,Singapore,0,3,181828,Senior
DevOps Engineer,16,bachelor,7,Telecom,Small,Australia,1,2,141558,Senior
Data Analyst,16,bachelor,12,Education,Small,Canada,1,5,158680,Senior
Machine Learning Engineer,14,master,2,Education,Medium,Remote,1,0,163623,Senior
Frontend Developer,14,phd,4,Media,Enterprise,Remote,0,1,181230,Senior
Data Analyst,8,diploma,19,Telecom,Large,India,0,3,79946,Mid
